ID,Distance band,Urban/rural,Market,ISP,Headline speed,Technology,Download speed (Mbit/s) 24-hour,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,ISP weights,Nat weights
FTTC,1367-1635,Urban,3,FTTC,80,FTTx,68.341,74.472,67.914,18.681,18.859,18.68,26.436,0,26.771,0,0.269,0.388,0.276,0.408,19.008,0.07%,19.079,0.01%,268.912,283.395,1,
FTTC,1367-1635,Rural,2,FTTC,80,FTTx,46.008,49.661,45.463,16.316,16.645,16.319,17.331,0.001,17.174,0,0.331,0.372,0.351,0.447,15.883,0.02%,15.707,0.02%,248.317,235.089,1,
FTTC,1367-1635,Rural,1,FTTC,80,FTTx,58.43,62.564,55.836,17.195,17.477,17.209,26.75,0,26.615,0,0.218,0.217,0.224,0.231,26.065,0.02%,26.168,0.00%,363.928,362.365,,
FTTC,1367-1635,Urban,3,FTTC,80,FTTx,51.923,52.458,51.671,16.879,17.008,16.889,19.642,0.001,19.336,0,0.255,0.265,0.251,0.299,10.626,0.02%,10.691,0.00%,185.847,167.249,,
FTTC,1367-1635,Urban,3,FTTC,80,FTTx,48.141,49.002,48.768,13.319,13.552,13.334,26.057,0.001,25.826,0,0.359,0.362,0.348,0.397,21.147,0.13%,21.237,0.00%,310.811,316.407,1,
FTTC,1367-1635,Urban,3,FTTC,40,FTTx,36.202,38.318,33.376,9.476,9.651,9.469,19.072,0.001,19.798,0.002,0.261,0.286,0.259,0.762,13.562,0.06%,14.005,0.16%,254.782,285.275,1,
FTTC,1367-1635,Rural,3,FTTC,40,FTTx,36.979,37.882,36.605,9.437,9.588,9.438,24.449,0.002,24.323,0.007,0.385,0.458,0.368,0.479,19.034,0.25%,19.222,1.03%,290.719,292.438,1,
FTTC,1367-1635,Urban,3,FTTC,40,FTTx,26.308,27.011,25.91,4.897,4.984,4.895,28.43,0,28.23,0.002,0.382,0.239,0.384,0.355,20.188,0.05%,20.258,0.03%,306.212,284.45,1,
FTTC,1367-1635,Urban,3,FTTC,80,FTTx,74.062,74.95,73.059,18.787,18.986,18.8,7.221,0,7.363,0,0.262,0.269,0.256,0.32,5.631,0.03%,5.803,0.00%,138.728,116.817,1,0.46
FTTC,1367-1635,Urban,3,FTTC,40,FTTx,36.982,37.686,36.292,9.363,9.481,9.396,14.92,0.002,14.917,0,0.388,0.409,0.42,0.614,9.073,0.02%,9.312,0.02%,196.387,179.014,1,
FTTC,1367-1635,Urban,2,FTTC,40,FTTx,23.616,24.338,23.769,2.972,3.032,2.963,27.239,0,27.549,0,0.334,0.405,0.318,0.571,23.413,0.08%,23.884,0.19%,637.549,693.859,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,70.071,73.767,67.093,18.733,20.609,18.447,18.593,0,18.452,0,0.443,0.345,0.319,0.379,17.598,0.07%,17.755,0.10%,280.591,292.254,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.655,37.964,37.675,9.759,10.184,9.798,19.724,0,19.128,0,0.23,0.201,0.21,0.199,15.618,0.03%,15.608,0.00%,247.651,255.729,1,0.19
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,66.067,67.639,65.352,18.218,19.184,18.253,9.483,0,9.462,0,0.382,0.319,0.339,0.338,7.717,0.02%,7.788,0.13%,167.728,180.605,1,0.46
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.561,37.901,37.529,9.753,10.115,9.758,16.009,0,15.162,0,0.37,0.322,0.364,0.338,17.807,0.03%,17.873,0.00%,413.651,405.347,1,0.19
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,33.552,34.582,32.749,7.704,8.129,7.738,19.666,0.001,20.847,0.002,0.478,0.389,0.365,1.257,15.454,0.08%,17.421,0.04%,249.714,310.912,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,74.592,74.849,74.228,17.343,17.774,17.317,13.174,0,13.128,0,0.245,0.186,0.237,0.183,12.534,0.02%,12.379,0.01%,201.975,230.294,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,71.361,72.887,71.548,18.89,19.536,18.92,15.038,0,15.424,0,0.24,0.258,0.241,0.465,13.107,0.14%,13.382,0.02%,212.379,230.424,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,74.288,74.969,73.815,17.311,19.065,17.261,15.631,0.001,15.286,0.002,0.504,0.366,0.305,0.326,16.036,0.21%,16.117,0.02%,269.094,297.639,1,
FTTC,1635-1992,Rural,2,FTTC,80,FTTx,71.543,74.957,70.619,17.502,19.718,17.121,23.553,0,23.571,0,0.22,0.213,0.223,0.342,22.8,0.07%,23.158,0.01%,334.274,360.165,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,51.492,52.961,51.276,16.895,18.823,16.678,28.181,0,28.416,0,0.226,0.247,0.22,0.382,27.141,0.02%,27.747,0.04%,418.763,438.181,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,74.4,74.851,74.154,18.856,19.772,18.802,7.936,0.002,8.071,0,0.324,0.353,0.305,0.443,5.934,0.01%,6.012,0.04%,143.029,181.076,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,68.691,74.433,69.191,17.332,19.302,17.518,25.873,0,25.432,0,1.163,0.377,0.432,0.401,25.679,0.05%,25.477,0.08%,397.578,378.088,1,0.46
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,62.941,64.632,62.733,19.024,19.468,19.016,17.958,0,18.056,0,0.336,0.347,0.296,0.303,17.816,0.11%,17.605,0.01%,266.937,261.424,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,72.075,74.939,68.966,18.961,20.858,18.945,8.671,0.001,8.807,0,0.2,0.21,0.194,0.384,6.937,0.17%,7.086,0.09%,189.16,410.475,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,31.856,32.018,31.755,7.483,7.811,7.473,24.869,0,24.36,0,0.372,0.249,0.354,0.297,24.337,0.07%,23.942,0.10%,368.818,341.823,1,0.67
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,48.543,51.017,48.612,15.221,15.957,15.186,25.19,0,25.609,0,0.248,0.237,0.24,0.255,24.156,0.04%,24.16,0.00%,612.143,642.401,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,35.528,36.138,34.756,8.901,9.381,8.734,31.303,0.001,31.046,0.002,0.842,0.245,0.501,0.343,30.919,0.05%,31.156,0.17%,445.907,478.323,1,
FTTC,1635-1992,Urban,2,FTTC,40,FTTx,36.804,37.915,36.757,9.778,10.326,9.79,27.292,0,28.125,0,0.365,0.383,0.445,0.967,29.109,0.04%,30.096,0.03%,415.764,467.351,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,27.57,28.254,27.381,6.128,6.556,6.134,26.687,0,26.042,0,0.357,0.216,0.362,0.405,27.259,0.06%,25.87,0.04%,422.796,433.624,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,71.978,74.824,72.162,17.446,19.573,17.253,16.311,0,16.327,0,0.244,0.199,0.248,0.21,16.904,0.03%,17.079,0.00%,258.233,295.791,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,57.939,58.178,57.74,17.328,17.648,17.316,23.503,0,23.61,0,0.273,0.355,0.272,0.367,27.283,0.02%,26.948,0.00%,361.011,375.579,1,0.46
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,59.858,60.649,59.293,19.105,19.529,19.081,15.464,0,15.486,0,0.317,0.311,0.316,0.325,16.576,0.11%,16.382,0.01%,249.98,274.914,1,0.46
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,26.891,28.868,26.881,1.951,2.09,1.943,17.428,0,18.691,0,0.384,0.313,0.454,0.434,22.346,0.02%,22.593,0.02%,331.579,,1,0.28
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,39.749,44.675,39.708,6.907,7.453,6.905,25.141,0,25.153,0,0.565,0.532,0.705,0.999,24.346,0.08%,24.593,0.20%,381.19,379.557,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,58.419,59.891,58.094,16.966,18.928,17.202,14.323,0,14.368,0,0.311,0.279,0.325,0.323,14.028,0.05%,14.032,0.05%,230.028,238.816,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,73.303,74.933,73.056,19.036,19.831,19.007,9.502,0.001,9.471,0,0.217,0.192,0.216,0.214,7.33,0.07%,7.404,0.05%,158.11,163.276,1,0.46
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,71.463,73.037,68.453,17.435,17.869,17.421,12.169,0,12.238,0,0.294,0.247,0.253,0.232,12.372,0.04%,12.341,0.03%,226.223,214.646,1,0.46
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,58.252,63.082,54.997,18.965,19.63,18.973,23.244,0,23.395,0,0.315,0.278,0.293,0.338,21.992,0.03%,22.112,0.01%,327.388,336.784,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,46.648,47.287,46.814,13.919,14.216,13.924,30.86,0,30.86,0,0.243,0.215,0.239,0.22,29.928,0.03%,29.918,0.00%,446.105,440.077,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,70.673,72.027,69.476,18.858,19.466,18.829,14.808,0,14.866,0.002,0.198,0.177,0.194,0.191,13.977,0.03%,13.906,0.00%,245.047,247.6,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.669,37.857,37.67,9.76,9.82,9.763,11.96,0,11.84,0,0.237,0.277,0.236,0.274,7.014,0.10%,7.057,0.01%,229.989,276.381,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,33.741,36.083,33.36,8.655,9.178,8.654,10.02,0.001,9.842,0,0.31,0.258,0.32,0.396,9.415,0.12%,9.612,0.12%,193.854,188.843,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.666,37.944,37.67,8.873,9.064,8.865,13.888,0,13.118,0,0.216,0.357,0.24,0.374,11.021,0.11%,10.975,0.00%,202.576,224.622,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.612,37.875,37.626,9.577,9.826,9.582,9.925,0,9.624,0,0.374,0.314,0.426,0.436,6.119,0.04%,6.195,0.01%,187.224,166.271,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.033,38.355,36.812,9.494,9.694,9.494,16.425,0,16.524,0,0.232,0.181,0.229,0.194,16.889,0.04%,16.932,0.00%,266.213,270.947,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,30.439,33.586,30.121,7.586,7.715,7.581,15.331,0,15.395,0.002,0.407,0.253,0.413,0.276,14.816,0.05%,14.859,0.04%,250.578,266.877,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,19.887,20.546,19.712,5.278,5.411,5.288,25.225,0.001,25.108,0.002,1.275,0.976,1.373,1.095,22.736,0.06%,22.842,0.01%,457.82,529.388,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,71.949,72.913,71.194,18.683,18.904,18.664,15.857,0,15.339,0,0.964,0.256,0.423,0.37,14.414,0.11%,14.083,0.00%,225.776,228.627,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,34.95,37.471,35.04,8.867,9.539,9.254,14.41,0.001,13.968,0,0.389,0.377,0.422,0.527,13.103,0.36%,12.992,0.13%,240.976,246.09,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,51.688,54.047,50.476,14.285,14.819,14.252,26.598,0,26.917,0,0.278,0.37,0.28,0.504,26.36,0.11%,26.724,0.02%,385.833,408.583,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,67.743,72.74,55.327,18.692,19.205,18.74,12.702,0,14.176,0.002,0.228,0.374,0.236,1.284,11.702,0.06%,13.198,0.25%,201.574,235.74,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,63.751,72.954,62.619,16.482,17.833,15.799,15.776,0.002,15.86,0.009,0.645,0.417,0.602,0.599,13.485,0.32%,13.9,0.87%,255.739,230.24,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.77,38.325,37.731,9.589,9.895,9.599,6.951,0,6.698,0,0.39,0.376,0.38,0.365,5.702,0.01%,5.713,0.01%,140.789,139.873,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,35.236,38.033,32.252,9.245,9.488,9.254,11.395,0.005,13.214,0.027,0.368,0.469,0.482,1.201,6.497,0.23%,7.44,0.63%,196.741,361.472,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.377,37.868,37.218,8.905,9.102,8.909,16.449,0,16.618,0,0.391,0.177,0.383,0.215,16.483,0.10%,16.528,0.06%,260.943,268.883,1,0.67
FTTC,1635-1992,Urban,2,FTTC,80,FTTx,49.566,54.618,49.922,17.662,18.913,17.699,23.594,0.001,23.47,0,0.24,0.268,0.242,0.37,22.383,0.05%,22.642,0.09%,329.987,350.506,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,63.953,67.479,62.958,18.7,18.91,18.712,15.123,0.001,15.521,0,0.336,0.396,0.339,0.539,14.39,0.05%,14.742,0.00%,228.251,229.778,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,59.89,71.154,59.823,18.104,18.701,18.062,13.512,0.003,13.509,0,31.473,0.582,39.34,0.772,12.741,0.41%,13.081,0.70%,256.577,225.49,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,71.447,72.318,71.246,18.517,18.665,18.508,13.923,0.001,13.638,0.003,0.249,0.257,0.256,0.327,10.461,0.06%,10.631,0.01%,501.512,487.906,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,56.3,56.636,55.777,15.624,15.816,15.63,11.513,0,11.534,0,0.233,0.254,0.223,0.355,10.468,0.06%,10.499,0.08%,172.314,171.189,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,62.813,63.943,61.321,17.741,18.115,17.774,16.159,0,16.427,0.002,0.3,0.344,0.313,0.508,13.381,0.06%,13.708,0.01%,252.14,270.162,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,53.461,54.049,53.28,13.263,13.458,13.281,9.882,0.001,10.053,0.003,0.383,0.311,0.372,0.519,8.763,0.06%,9.029,0.05%,165.92,183.45,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,71.549,72.72,70.67,18.756,18.954,18.744,13.172,0.001,13.157,0,0.271,0.31,0.281,0.407,11.962,0.12%,12.115,0.02%,191.341,184.378,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,72.063,73.171,70.784,18.666,18.899,18.63,11.487,0.001,11.597,0.004,0.232,0.252,0.236,0.407,10.095,0.09%,10.325,0.01%,172.2,171.229,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,59.073,61.293,57.186,18.665,18.834,18.643,9.674,0.001,9.661,0.002,0.433,0.271,0.289,0.461,8.573,0.06%,8.766,0.15%,162.25,155.461,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,72.335,73.092,71.111,10.105,10.824,10.09,14.861,0.001,14.899,0.002,0.244,0.26,0.252,0.357,12.673,0.06%,12.882,0.06%,211.33,211.491,1,
FTTC,1635-1992,Rural,2,FTTC,80,FTTx,60.155,73.16,46.624,18.718,18.926,18.684,19.621,0.001,21.36,0,0.325,0.616,0.341,1.655,18.623,0.04%,20.145,0.21%,293.82,346.49,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,58.51,59.504,58.442,16.503,16.658,16.497,26.312,0.001,26.011,0.002,0.262,0.289,0.262,0.394,23.905,0.09%,24.041,0.04%,350.052,355.162,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,55.859,57.399,55.188,14.438,14.955,14.411,24.624,0,24.056,0,0.288,0.284,0.289,0.327,22.601,0.06%,22.228,0.00%,324.693,330.711,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,72.339,73.179,71.666,18.699,18.893,18.703,8.601,0,8.727,0.002,0.236,0.272,0.246,0.426,7.915,0.08%,8.127,0.02%,138.989,141.157,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,36.767,38.397,35.722,9.385,9.546,9.377,14.806,0.001,14.542,0,0.38,0.369,0.375,0.441,9.259,0.07%,9.388,0.00%,178.314,183.979,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,35.564,36.644,35.2,6.267,6.376,6.264,11.82,0.002,12.219,0,0.357,0.28,0.356,0.414,7.625,0.07%,7.774,0.04%,170.318,159.961,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,36.265,38.415,35.418,9.462,9.631,9.46,14.058,0.003,14.363,0.002,0.269,0.293,0.272,0.542,9.721,0.13%,10.057,0.26%,202.264,257.294,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,38.819,50.544,18.693,18.687,18.895,18.664,26.532,0.005,28.835,0.039,0.23,0.417,0.222,1.267,21.633,0.41%,22.798,1.07%,374.773,684.747,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.381,38.514,37.294,9.468,9.643,9.476,16.827,0,16.664,0,0.256,0.221,0.248,0.25,9.916,0.02%,10.011,0.03%,198.219,194.524,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,24.49,25.763,24.242,7.14,8.017,7.157,22.656,0.001,22.521,0,0.32,0.376,0.33,0.396,16.709,0.04%,17.174,0.03%,292.855,303.001,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,72.042,74.346,69.042,18.604,18.739,18.603,16.807,0.001,17.319,0,0.323,0.335,0.328,0.348,9.977,0.05%,10.047,0.03%,164.058,157.774,1,
FTTC,1635-1992,Urban,2,FTTC,40,FTTx,29.779,32.149,24.917,6.176,6.341,6.183,25.178,0.001,25.806,0.01,0.338,0.284,0.345,0.476,19.504,0.11%,19.987,0.23%,321.932,494.304,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,34.714,37.678,34.171,9.335,9.665,9.411,24.823,0,23.326,0,0.793,0.386,0.253,0.488,17.897,0.14%,17.747,0.04%,420.337,310.694,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,64.223,74.216,38.677,18.71,18.899,18.696,32.152,0,32.935,0.005,0.274,0.354,0.279,0.94,29.312,0.07%,29.868,0.29%,420.566,480.393,1,
FTTC,1635-1992,Urban,4,FTTC,60,FTTx,53.998,93.484,52.237,8.546,13.156,8.496,11.594,0,11.141,0,0.272,0.13,0.279,0.183,7.897,0.27%,7.973,0.03%,142.256,134.423,,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,36.567,37.471,34.853,8.084,8.266,8.073,27.773,0,28.007,0,0.361,0.284,0.365,0.297,23.189,0.07%,23.296,0.04%,365.722,338.654,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,53.9,57.475,53.624,17.705,17.975,17.729,29.758,0,29.771,0,0.232,0.366,0.233,0.444,28.9,0.16%,29.003,0.05%,428.344,402.2,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,59.366,59.578,59.164,18.778,18.953,18.785,9.658,0,9.907,0,0.323,0.391,0.327,0.54,8.253,0.01%,8.447,0.02%,143.964,154.552,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,37.672,37.966,37.707,9.439,9.577,9.444,18.455,0.001,17.981,0,0.339,0.253,0.337,0.249,10.773,0.01%,10.679,0.02%,196.977,205.785,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,63.268,74.663,62.631,15.576,18.798,15.53,35.808,0,36.519,0,0.339,0.352,0.421,0.448,28.509,0.38%,29.057,0.02%,419.998,434.874,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,47.611,51.091,45.012,15.719,16.518,15.821,14.436,0.001,15.646,0.006,0.269,0.5,0.267,1.384,14.091,0.20%,15.22,1.19%,252.001,292.216,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,73.425,74.324,72.493,18.31,18.823,18.334,18.581,0,18.407,0,0.562,0.248,0.34,0.282,18.698,0.04%,18.587,0.01%,287.026,269.986,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,73.223,73.87,72.878,18.501,18.68,18.502,13.755,0.001,13.86,0.006,0.207,0.167,0.198,0.214,12.897,0.26%,12.961,1.10%,211.727,230.101,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,30.761,31.161,30.75,8.897,9.565,8.906,29.976,0,30.005,0,0.327,0.318,0.338,0.305,27.866,0.02%,27.706,0.02%,387.092,385.794,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,37.015,39.568,36.346,15.583,15.984,15.567,28.41,0,28.743,0,0.263,0.275,0.248,0.389,23.101,0.06%,23.337,0.15%,329.193,380.283,1,0.03
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,74.285,74.974,74.306,18.696,18.881,18.61,17.008,0.001,16.711,0.002,0.324,0.351,0.316,0.366,13.242,0.23%,13.322,1.76%,214.641,224.604,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,35.482,38.466,35.032,9.337,9.482,9.357,14.324,0,14.231,0,0.378,0.376,0.382,0.507,10.68,0.01%,10.67,0.01%,200.208,257.228,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,36.643,37.917,34.574,9.373,9.515,9.362,17.631,0.001,17.873,0.002,0.382,0.396,0.388,0.501,12.037,0.07%,12.201,0.14%,222.921,246.951,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,34.657,38.52,23.05,9.374,9.475,9.355,19.267,0.006,18.98,0,0.412,0.478,0.398,1.02,13.383,0.11%,14.625,0.91%,230.345,335.145,1,
FTTC,1635-1992,Rural,3,FTTC,40,FTTx,34.203,34.659,34.117,7.163,7.252,7.17,22.833,0.001,22.427,0,0.391,0.373,0.382,0.421,17.362,0.02%,17.459,0.00%,313.266,278.827,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,33.349,38.465,20.886,9.474,9.634,9.52,19.176,0.002,21.706,0.013,0.253,0.322,0.241,0.936,14.153,0.21%,15.629,1.28%,252.044,416.452,1,0.15
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,35.759,38.487,32.74,9.375,9.493,9.375,15.915,0.003,16.89,0.009,0.338,0.359,0.332,0.928,10.525,0.16%,11.019,0.35%,224.829,361.673,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,28.208,37.083,27.726,1.748,1.828,1.759,21.05,0,20.823,0,0.952,1.151,1.099,1.151,25.989,0.02%,26.209,0.01%,447.351,428.482,1,0.28
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,34.93,37.364,32.907,1.827,1.881,1.832,18.291,0,18.079,0,0.497,0.309,0.567,0.563,23.033,0.02%,23.004,0.02%,332.26,312.215,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,36.865,37.472,36.747,13.095,13.345,13.095,18.29,0,18.524,0.002,0.278,0.301,0.267,0.418,16.05,0.44%,16.155,0.01%,265.463,263.68,1,
FTTC,1635-1992,Urban,3,FTTC,80,FTTx,59.391,65.939,57.396,19.011,19.508,18.98,16.237,0,17.004,0,0.243,0.49,0.247,1.147,16.103,0.09%,16.469,0.09%,276.922,250.297,1,
FTTC,1635-1992,Urban,3,FTTC,40,FTTx,36.864,38.505,36.287,9.312,9.488,9.345,15.699,0,15.734,0,0.382,0.385,0.373,0.525,11.126,0.22%,11.659,0.03%,197.967,235.551,1,
FTTC,1992-2563,Urban,3,FTTC,80,FTTx,66.221,74.802,63.145,17.419,19.152,17.528,20.297,0.001,19.804,0.005,3.173,0.843,3.08,0.842,20.45,0.18%,19.967,0.41%,499.149,767.982,1,
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,36.633,37.348,36.563,9.642,9.849,9.687,11.279,0.001,11.281,0,0.267,0.256,0.262,0.357,8.96,0.03%,9.08,0.03%,177.932,174.344,1,
FTTC,1992-2563,Rural,1,FTTC,40,FTTx,35.26,36.063,35.25,10.181,10.882,10.158,20.748,0,20.967,0,0.24,0.293,0.24,0.413,19.272,0.05%,19.48,0.01%,319.236,328.575,,
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,36.122,38.46,36.109,9.653,9.877,9.644,15.318,0,16.488,0,0.263,0.235,,,13.955,0.00%,,,217.356,219.215,1,
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,34.654,36.847,34.249,1.92,2.012,1.914,,,,,0.509,0.421,0.654,0.571,25.291,0.02%,25.183,0.09%,,,1,0.28
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,37.576,37.866,37.544,9.616,9.833,9.548,12.136,0,11.332,0.002,0.387,0.315,0.444,0.328,9.223,0.00%,9.233,0.02%,200.64,183.209,1,
FTTC,1992-2563,Urban,3,FTTC,80,FTTx,66.116,69.689,65.933,17.045,18.229,16.814,6.905,0.001,6.618,0,0.362,0.377,0.442,0.516,11.817,0.05%,12.167,0.03%,191.594,197.245,1,
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,36.734,37.75,36.335,1.907,1.998,1.904,18.39,0,18.467,0,0.439,0.323,0.445,0.369,17.708,0.02%,17.587,0.07%,293.559,290.927,1,
FTTC,1992-2563,Urban,3,FTTC,80,FTTx,73.806,74.826,73.344,18.646,19.307,18.599,18.213,0,18.318,0,0.396,0.428,0.449,0.476,17.352,0.04%,16.956,0.01%,265.443,260.084,1,0.46
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,39.702,44.085,39.894,10.423,11.811,10.343,23.486,0.003,23.79,0.021,0.229,0.24,0.233,0.271,23.02,0.08%,23.445,0.22%,369.858,396.733,1,
FTTC,1992-2563,Rural,1,FTTC,80,FTTx,65.287,72.506,67.278,16.848,19.393,16.103,24.382,0,24.067,0,0.365,0.279,,,25.568,0.10%,26.1,0.00%,358.542,340.21,,
FTTC,1992-2563,Urban,2,FTTC,80,FTTx,68.971,73.05,68.048,18.704,19.537,18.746,17.476,0.001,17.649,0.003,0.325,0.373,0.327,0.499,16.453,0.05%,16.797,0.03%,245.149,242.697,1,
FTTC,1992-2563,Urban,3,FTTC,80,FTTx,73.468,74.917,72.853,18.823,20.758,18.802,22.825,0,22.719,0,0.38,0.379,0.382,0.421,21.64,0.10%,21.642,0.09%,322.416,309.363,1,0.46
FTTC,1992-2563,Urban,3,FTTC,80,FTTx,67.583,69.214,66.905,17.314,18.233,17.264,13.918,0,14.008,0,0.368,0.419,0.376,0.442,13.325,0.01%,13.4,0.00%,218.959,195.868,1,0.46
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,37.085,37.896,36.648,9.537,9.936,9.519,14.874,0.001,14.046,0,0.354,0.265,0.349,0.246,12.055,0.10%,11.747,0.25%,224.778,237.559,1,0.19
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,37.394,38.576,37.13,10.722,12.806,10.722,10.89,0,10.942,0,0.283,0.232,0.485,0.326,9.97,0.02%,10.21,0.00%,196.938,328.208,1,0.67
FTTC,1992-2563,Urban,3,FTTC,40,FTTx,34.009,37.746,32.854,9.199,10.238,9.106,24.895,0,25.269,0,0.375,0.444,0.358,0.476,26.74,0.04%,27.269,0.02%,408.287,421.595,1,0.19
FTTC,1992-2563,Urban,3,FTTC,80,FTTx,51.415,56.017,51.06,18.765,19.208,18.767,11.607,0,12.065,0.006,0.388,0.621,0.421,0.827,12.236,0.60%,11.627,1.86%,182.91,181.977,1,
